Month,Year,Predicted Prices,Location
2,2028,179.3,"Thunder Bay, Ontario "
3,2028,179.7,"Thunder Bay, Ontario "
4,2028,180.1,"Thunder Bay, Ontario "
5,2028,180.5,"Thunder Bay, Ontario "
6,2028,180.9,"Thunder Bay, Ontario "
7,2028,181.3,"Thunder Bay, Ontario "
8,2028,181.7,"Thunder Bay, Ontario "
9,2028,182.1,"Thunder Bay, Ontario "
10,2028,182.5,"Thunder Bay, Ontario "
11,2028,183.0,"Thunder Bay, Ontario "
12,2028,183.4,"Thunder Bay, Ontario "
1,2029,183.2,"Thunder Bay, Ontario "
2,2029,183.6,"Thunder Bay, Ontario "
3,2029,184.0,"Thunder Bay, Ontario "
4,2024,162.1,"Toronto, Ontario"
5,2024,162.3,"Toronto, Ontario"
6,2024,162.4,"Toronto, Ontario"
7,2024,162.6,"Toronto, Ontario"
8,2024,162.7,"Toronto, Ontario"
9,2024,162.9,"Toronto, Ontario"
10,2024,163.1,"Toronto, Ontario"
11,2024,163.2,"Toronto, Ontario"
12,2024,163.4,"Toronto, Ontario"
1,2025,166.0,"Toronto, Ontario"
2,2025,166.1,"Toronto, Ontario"
3,2025,166.3,"Toronto, Ontario"
4,2025,166.4,"Toronto, Ontario"
5,2025,166.6,"Toronto, Ontario"
6,2025,166.7,"Toronto, Ontario"
7,2025,166.9,"Toronto, Ontario"
8,2025,167.0,"Toronto, Ontario"
9,2025,167.2,"Toronto, Ontario"
10,2025,167.4,"Toronto, Ontario"
11,2025,167.5,"Toronto, Ontario"
12,2025,167.7,"Toronto, Ontario"
1,2026,170.3,"Toronto, Ontario"
2,2026,170.4,"Toronto, Ontario"
3,2026,170.6,"Toronto, Ontario"
4,2026,170.7,"Toronto, Ontario"
5,2026,170.9,"Toronto, Ontario"
6,2026,171.0,"Toronto, Ontario"
7,2026,171.2,"Toronto, Ontario"
8,2026,171.3,"Toronto, Ontario"
9,2026,171.5,"Toronto, Ontario"
10,2026,171.7,"Toronto, Ontario"
11,2026,171.8,"Toronto, Ontario"
12,2026,172.0,"Toronto, Ontario"
1,2027,174.6,"Toronto, Ontario"
2,2027,174.7,"Toronto, Ontario"
3,2027,174.9,"Toronto, Ontario"
4,2027,175.0,"Toronto, Ontario"
5,2027,175.2,"Toronto, Ontario"
6,2027,175.3,"Toronto, Ontario"
7,2027,175.5,"Toronto, Ontario"
8,2027,175.7,"Toronto, Ontario"
9,2027,175.8,"Toronto, Ontario"
10,2027,176.0,"Toronto, Ontario"
11,2027,176.1,"Toronto, Ontario"
12,2027,176.3,"Toronto, Ontario"
1,2028,178.9,"Toronto, Ontario"
2,2028,179.0,"Toronto, Ontario"
3,2028,179.2,"Toronto, Ontario"
4,2028,179.3,"Toronto, Ontario"
5,2028,179.5,"Toronto, Ontario"
6,2028,179.6,"Toronto, Ontario"
7,2028,179.8,"Toronto, Ontario"
8,2028,180.0,"Toronto, Ontario"
9,2028,180.1,"Toronto, Ontario"
10,2028,180.3,"Toronto, Ontario"
11,2028,180.4,"Toronto, Ontario"
12,2028,180.6,"Toronto, Ontario"
1,2029,183.2,"Toronto, Ontario"
2,2029,183.3,"Toronto, Ontario"
3,2029,183.5,"Toronto, Ontario"
4,2024,154.9,"Vancouver, British Columbia"
5,2024,155.3,"Vancouver, British Columbia"
6,2024,155.8,"Vancouver, British Columbia"
7,2024,156.2,"Vancouver, British Columbia"
8,2024,156.7,"Vancouver, British Columbia"
9,2024,157.1,"Vancouver, British Columbia"
10,2024,157.6,"Vancouver, British Columbia"
11,2024,158.0,"Vancouver, British Columbia"
12,2024,158.5,"Vancouver, British Columbia"
1,2025,157.5,"Vancouver, British Columbia"
2,2025,157.9,"Vancouver, British Columbia"
3,2025,158.4,"Vancouver, British Columbia"
4,2025,158.8,"Vancouver, British Columbia"
5,2025,159.3,"Vancouver, British Columbia"
6,2025,159.7,"Vancouver, British Columbia"
7,2025,160.2,"Vancouver, British Columbia"
8,2025,160.6,"Vancouver, British Columbia"
9,2025,161.0,"Vancouver, British Columbia"
10,2025,161.5,"Vancouver, British Columbia"
11,2025,161.9,"Vancouver, British Columbia"
12,2025,162.4,"Vancouver, British Columbia"
1,2026,161.4,"Vancouver, British Columbia"
2,2026,161.9,"Vancouver, British Columbia"
3,2026,162.3,"Vancouver, British Columbia"
4,2026,162.7,"Vancouver, British Columbia"
5,2026,163.2,"Vancouver, British Columbia"
6,2026,163.6,"Vancouver, British Columbia"
7,2026,164.1,"Vancouver, British Columbia"
8,2026,164.5,"Vancouver, British Columbia"
9,2026,165.0,"Vancouver, British Columbia"
10,2026,165.4,"Vancouver, British Columbia"
11,2026,165.9,"Vancouver, British Columbia"
12,2026,166.3,"Vancouver, British Columbia"
1,2027,165.3,"Vancouver, British Columbia"
2,2027,165.8,"Vancouver, British Columbia"
3,2027,166.2,"Vancouver, British Columbia"
4,2027,166.7,"Vancouver, British Columbia"
5,2027,167.1,"Vancouver, British Columbia"
6,2027,167.6,"Vancouver, British Columbia"
7,2027,168.0,"Vancouver, British Columbia"
8,2027,168.4,"Vancouver, British Columbia"
9,2027,168.9,"Vancouver, British Columbia"
10,2027,169.3,"Vancouver, British Columbia"
11,2027,169.8,"Vancouver, British Columbia"
12,2027,170.2,"Vancouver, British Columbia"
1,2028,169.3,"Vancouver, British Columbia"
2,2028,169.7,"Vancouver, British Columbia"
3,2028,170.2,"Vancouver, British Columbia"
4,2028,170.6,"Vancouver, British Columbia"
5,2028,171.0,"Vancouver, British Columbia"
6,2028,171.5,"Vancouver, British Columbia"
7,2028,171.9,"Vancouver, British Columbia"
8,2028,172.4,"Vancouver, British Columbia"
9,2028,172.8,"Vancouver, British Columbia"
10,2028,173.3,"Vancouver, British Columbia"
11,2028,173.7,"Vancouver, British Columbia"
12,2028,174.2,"Vancouver, British Columbia"
1,2029,173.2,"Vancouver, British Columbia"
2,2029,173.6,"Vancouver, British Columbia"
3,2029,174.1,"Vancouver, British Columbia"
4,2024,172.8,"Victoria, British Columbia"
5,2024,173.2,"Victoria, British Columbia"
6,2024,173.7,"Victoria, British Columbia"
7,2024,174.1,"Victoria, British Columbia"
8,2024,174.5,"Victoria, British Columbia"
9,2024,174.9,"Victoria, British Columbia"
10,2024,175.3,"Victoria, British Columbia"
11,2024,175.7,"Victoria, British Columbia"
12,2024,176.1,"Victoria, British Columbia"
1,2025,176.2,"Victoria, British Columbia"
2,2025,176.6,"Victoria, British Columbia"
3,2025,177.0,"Victoria, British Columbia"
4,2025,177.4,"Victoria, British Columbia"
5,2025,177.8,"Victoria, British Columbia"
6,2025,178.3,"Victoria, British Columbia"
7,2025,178.7,"Victoria, British Columbia"
8,2025,179.1,"Victoria, British Columbia"
9,2025,179.5,"Victoria, British Columbia"
10,2025,179.9,"Victoria, British Columbia"
11,2025,180.3,"Victoria, British Columbia"
12,2025,180.7,"Victoria, British Columbia"
1,2026,180.8,"Victoria, British Columbia"
2,2026,181.2,"Victoria, British Columbia"
3,2026,181.6,"Victoria, British Columbia"
4,2026,182.0,"Victoria, British Columbia"
5,2026,182.4,"Victoria, British Columbia"
6,2026,182.9,"Victoria, British Columbia"
7,2026,183.3,"Victoria, British Columbia"
8,2026,183.7,"Victoria, British Columbia"
9,2026,184.1,"Victoria, British Columbia"
10,2026,184.5,"Victoria, British Columbia"
11,2026,184.9,"Victoria, British Columbia"
12,2026,185.3,"Victoria, British Columbia"
1,2027,185.4,"Victoria, British Columbia"
2,2027,185.8,"Victoria, British Columbia"
3,2027,186.2,"Victoria, British Columbia"
4,2027,186.6,"Victoria, British Columbia"
5,2027,187.0,"Victoria, British Columbia"
6,2027,187.5,"Victoria, British Columbia"
7,2027,187.9,"Victoria, British Columbia"
8,2027,188.3,"Victoria, British Columbia"
9,2027,188.7,"Victoria, British Columbia"
10,2027,189.1,"Victoria, British Columbia"
11,2027,189.5,"Victoria, British Columbia"
12,2027,189.9,"Victoria, British Columbia"
1,2028,190.0,"Victoria, British Columbia"
2,2028,190.4,"Victoria, British Columbia"
3,2028,190.8,"Victoria, British Columbia"
4,2028,191.2,"Victoria, British Columbia"
5,2028,191.6,"Victoria, British Columbia"
6,2028,192.1,"Victoria, British Columbia"
7,2028,192.5,"Victoria, British Columbia"
8,2028,192.9,"Victoria, British Columbia"
9,2028,193.3,"Victoria, British Columbia"
10,2028,193.7,"Victoria, British Columbia"
11,2028,194.1,"Victoria, British Columbia"
12,2028,194.5,"Victoria, British Columbia"
1,2029,194.6,"Victoria, British Columbia"
2,2029,195.0,"Victoria, British Columbia"
3,2029,195.4,"Victoria, British Columbia"
4,2024,158.1,"Whitehorse, Yukon"
5,2024,158.6,"Whitehorse, Yukon"
6,2024,159.0,"Whitehorse, Yukon"
7,2024,159.4,"Whitehorse, Yukon"
8,2024,159.9,"Whitehorse, Yukon"
9,2024,160.3,"Whitehorse, Yukon"
10,2024,160.7,"Whitehorse, Yukon"
11,2024,161.2,"Whitehorse, Yukon"
12,2024,161.6,"Whitehorse, Yukon"
1,2025,160.7,"Whitehorse, Yukon"
2,2025,161.2,"Whitehorse, Yukon"
3,2025,161.6,"Whitehorse, Yukon"
4,2025,162.1,"Whitehorse, Yukon"
5,2025,162.5,"Whitehorse, Yukon"
6,2025,162.9,"Whitehorse, Yukon"
7,2025,163.4,"Whitehorse, Yukon"
8,2025,163.8,"Whitehorse, Yukon"
9,2025,164.2,"Whitehorse, Yukon"
10,2025,164.7,"Whitehorse, Yukon"
11,2025,165.1,"Whitehorse, Yukon"
12,2025,165.5,"Whitehorse, Yukon"
1,2026,164.7,"Whitehorse, Yukon"
2,2026,165.1,"Whitehorse, Yukon"
3,2026,165.5,"Whitehorse, Yukon"
4,2026,166.0,"Whitehorse, Yukon"
5,2026,166.4,"Whitehorse, Yukon"
6,2026,166.9,"Whitehorse, Yukon"
7,2026,167.3,"Whitehorse, Yukon"
8,2026,167.7,"Whitehorse, Yukon"
9,2026,168.2,"Whitehorse, Yukon"
10,2026,168.6,"Whitehorse, Yukon"
11,2026,169.0,"Whitehorse, Yukon"
12,2026,169.5,"Whitehorse, Yukon"
1,2027,168.6,"Whitehorse, Yukon"
2,2027,169.0,"Whitehorse, Yukon"
3,2027,169.5,"Whitehorse, Yukon"
4,2027,169.9,"Whitehorse, Yukon"
5,2027,170.4,"Whitehorse, Yukon"
6,2027,170.8,"Whitehorse, Yukon"
7,2027,171.2,"Whitehorse, Yukon"
8,2027,171.7,"Whitehorse, Yukon"
9,2027,172.1,"Whitehorse, Yukon"
10,2027,172.5,"Whitehorse, Yukon"
11,2027,173.0,"Whitehorse, Yukon"
12,2027,173.4,"Whitehorse, Yukon"
1,2028,172.5,"Whitehorse, Yukon"
2,2028,173.0,"Whitehorse, Yukon"
3,2028,173.4,"Whitehorse, Yukon"
4,2028,173.9,"Whitehorse, Yukon"
5,2028,174.3,"Whitehorse, Yukon"
6,2028,174.7,"Whitehorse, Yukon"
7,2028,175.2,"Whitehorse, Yukon"
8,2028,175.6,"Whitehorse, Yukon"
9,2028,176.0,"Whitehorse, Yukon"
10,2028,176.5,"Whitehorse, Yukon"
11,2028,176.9,"Whitehorse, Yukon"
12,2028,177.3,"Whitehorse, Yukon"
1,2029,176.5,"Whitehorse, Yukon"
2,2029,176.9,"Whitehorse, Yukon"
3,2029,177.4,"Whitehorse, Yukon"
4,2024,139.6,"Winnipeg, Manitoba"
5,2024,140.1,"Winnipeg, Manitoba"
6,2024,140.6,"Winnipeg, Manitoba"
7,2024,141.1,"Winnipeg, Manitoba"
8,2024,141.6,"Winnipeg, Manitoba"
9,2024,142.1,"Winnipeg, Manitoba"
10,2024,142.6,"Winnipeg, Manitoba"
11,2024,143.1,"Winnipeg, Manitoba"
12,2024,143.6,"Winnipeg, Manitoba"
1,2025,141.5,"Winnipeg, Manitoba"
2,2025,142.0,"Winnipeg, Manitoba"
3,2025,142.5,"Winnipeg, Manitoba"
4,2025,142.9,"Winnipeg, Manitoba"
5,2025,143.4,"Winnipeg, Manitoba"
6,2025,143.9,"Winnipeg, Manitoba"
7,2025,144.4,"Winnipeg, Manitoba"
8,2025,144.9,"Winnipeg, Manitoba"
9,2025,145.4,"Winnipeg, Manitoba"
10,2025,145.9,"Winnipeg, Manitoba"
11,2025,146.4,"Winnipeg, Manitoba"
12,2025,146.9,"Winnipeg, Manitoba"
1,2026,144.8,"Winnipeg, Manitoba"
2,2026,145.3,"Winnipeg, Manitoba"
3,2026,145.8,"Winnipeg, Manitoba"
4,2026,146.3,"Winnipeg, Manitoba"
5,2026,146.8,"Winnipeg, Manitoba"
6,2026,147.3,"Winnipeg, Manitoba"
7,2026,147.7,"Winnipeg, Manitoba"
8,2026,148.2,"Winnipeg, Manitoba"
9,2026,148.7,"Winnipeg, Manitoba"
10,2026,149.2,"Winnipeg, Manitoba"
11,2026,149.7,"Winnipeg, Manitoba"
12,2026,150.2,"Winnipeg, Manitoba"
1,2027,148.1,"Winnipeg, Manitoba"
2,2027,148.6,"Winnipeg, Manitoba"
3,2027,149.1,"Winnipeg, Manitoba"
4,2027,149.6,"Winnipeg, Manitoba"
5,2027,150.1,"Winnipeg, Manitoba"
6,2027,150.6,"Winnipeg, Manitoba"
7,2027,151.1,"Winnipeg, Manitoba"
8,2027,151.6,"Winnipeg, Manitoba"
9,2027,152.1,"Winnipeg, Manitoba"
10,2027,152.5,"Winnipeg, Manitoba"
11,2027,153.0,"Winnipeg, Manitoba"
12,2027,153.5,"Winnipeg, Manitoba"
1,2028,151.4,"Winnipeg, Manitoba"
2,2028,151.9,"Winnipeg, Manitoba"
3,2028,152.4,"Winnipeg, Manitoba"
4,2028,152.9,"Winnipeg, Manitoba"
5,2028,153.4,"Winnipeg, Manitoba"
6,2028,153.9,"Winnipeg, Manitoba"
7,2028,154.4,"Winnipeg, Manitoba"
8,2028,154.9,"Winnipeg, Manitoba"
9,2028,155.4,"Winnipeg, Manitoba"
10,2028,155.9,"Winnipeg, Manitoba"
11,2028,156.4,"Winnipeg, Manitoba"
12,2028,156.8,"Winnipeg, Manitoba"
1,2029,154.7,"Winnipeg, Manitoba"
2,2029,155.2,"Winnipeg, Manitoba"
3,2029,155.7,"Winnipeg, Manitoba"
4,2024,147.7,"Yellowknife, Northwest Territories"
5,2024,148.0,"Yellowknife, Northwest Territories"
6,2024,148.4,"Yellowknife, Northwest Territories"
7,2024,148.7,"Yellowknife, Northwest Territories"
8,2024,149.1,"Yellowknife, Northwest Territories"
9,2024,149.4,"Yellowknife, Northwest Territories"
10,2024,149.8,"Yellowknife, Northwest Territories"
11,2024,150.1,"Yellowknife, Northwest Territories"
12,2024,150.5,"Yellowknife, Northwest Territories"
1,2025,150.4,"Yellowknife, Northwest Territories"
2,2025,150.7,"Yellowknife, Northwest Territories"
3,2025,151.1,"Yellowknife, Northwest Territories"
4,2025,151.4,"Yellowknife, Northwest Territories"
5,2025,151.8,"Yellowknife, Northwest Territories"
6,2025,152.1,"Yellowknife, Northwest Territories"
7,2025,152.5,"Yellowknife, Northwest Territories"
8,2025,152.8,"Yellowknife, Northwest Territories"
9,2025,153.2,"Yellowknife, Northwest Territories"
10,2025,153.5,"Yellowknife, Northwest Territories"
11,2025,153.9,"Yellowknife, Northwest Territories"
12,2025,154.2,"Yellowknife, Northwest Territories"
1,2026,154.1,"Yellowknife, Northwest Territories"
2,2026,154.5,"Yellowknife, Northwest Territories"
3,2026,154.8,"Yellowknife, Northwest Territories"
4,2026,155.2,"Yellowknife, Northwest Territories"
5,2026,155.5,"Yellowknife, Northwest Territories"
6,2026,155.9,"Yellowknife, Northwest Territories"
7,2026,156.2,"Yellowknife, Northwest Territories"
8,2026,156.6,"Yellowknife, Northwest Territories"
9,2026,156.9,"Yellowknife, Northwest Territories"
10,2026,157.3,"Yellowknife, Northwest Territories"
11,2026,157.6,"Yellowknife, Northwest Territories"
12,2026,158.0,"Yellowknife, Northwest Territories"
1,2027,157.9,"Yellowknife, Northwest Territories"
2,2027,158.2,"Yellowknife, Northwest Territories"
3,2027,158.6,"Yellowknife, Northwest Territories"
4,2027,158.9,"Yellowknife, Northwest Territories"
5,2027,159.3,"Yellowknife, Northwest Territories"
6,2027,159.6,"Yellowknife, Northwest Territories"
7,2027,160.0,"Yellowknife, Northwest Territories"
8,2027,160.3,"Yellowknife, Northwest Territories"
9,2027,160.7,"Yellowknife, Northwest Territories"
10,2027,161.0,"Yellowknife, Northwest Territories"
11,2027,161.4,"Yellowknife, Northwest Territories"
12,2027,161.7,"Yellowknife, Northwest Territories"
1,2028,161.6,"Yellowknife, Northwest Territories"
2,2028,162.0,"Yellowknife, Northwest Territories"
3,2028,162.3,"Yellowknife, Northwest Territories"
4,2028,162.7,"Yellowknife, Northwest Territories"
5,2028,163.0,"Yellowknife, Northwest Territories"
6,2028,163.4,"Yellowknife, Northwest Territories"
7,2028,163.7,"Yellowknife, Northwest Territories"
8,2028,164.1,"Yellowknife, Northwest Territories"
9,2028,164.4,"Yellowknife, Northwest Territories"
10,2028,164.8,"Yellowknife, Northwest Territories"
11,2028,165.1,"Yellowknife, Northwest Territories"
12,2028,165.5,"Yellowknife, Northwest Territories"
1,2029,165.4,"Yellowknife, Northwest Territories"
2,2029,165.7,"Yellowknife, Northwest Territories"
3,2029,166.1,"Yellowknife, Northwest Territories"
