Industry,Year,Employment,,,,,,
Accommodation and food services,2001,111.1,,,,,,
Accommodation and food services,2002,119.4,,,,,,
Accommodation and food services,2003,124,,,,,,
Accommodation and food services,2004,124.7,,,,,,
Accommodation and food services,2005,109.4,,,,,,
Accommodation and food services,2006,116.8,,,,,,
Accommodation and food services,2007,120.3,,,,,,
Accommodation and food services,2008,119.4,,,,,,
Accommodation and food services,2009,132.8,,,,,,
Accommodation and food services,2010,135.4,,,,,,
Accommodation and food services,2011,141.7,,,,,,
Accommodation and food services,2012,145.9,,,,,,
Accommodation and food services,2013,140.2,,,,,,
Accommodation and food services,2014,142.8,,,,,,
Accommodation and food services,2015,152.5,,,,,,
Accommodation and food services,2016,146.1,,,,,,
Accommodation and food services,2017,146.1,,,,,,
Accommodation and food services,2018,135.8,,,,,,
Accommodation and food services,2019,136.5,,,,,,
Accommodation and food services,2020,110.5,,,,,,
Accommodation and food services,2021,112.3,,,,,,
Accommodation and food services,2022,128.5,,,,,,
Accommodation and food services,2023,132.4,,,,,,
,,,,,,,,
Other services (except public administration),1976,36.3,,,,,,
Other services (except public administration),1977,38.8,,,,,,
Other services (except public administration),1978,40.7,,,,,,
Other services (except public administration),1979,42,,,,,,
Other services (except public administration),1980,46.5,,,,,,
Other services (except public administration),1981,51.9,,,,,,
Other services (except public administration),1982,50.8,,,,,,
Other services (except public administration),1983,51.6,,,,,,
Other services (except public administration),1984,51.8,,,,,,
Other services (except public administration),1985,59.6,,,,,,
Other services (except public administration),1986,64.3,,,,,,
Other services (except public administration),1987,60.8,,,,,,
Other services (except public administration),1988,59,,,,,,
Other services (except public administration),1989,57.7,,,,,,
Other services (except public administration),1990,59.8,,,,,,
Other services (except public administration),1991,62.6,,,,,,
Other services (except public administration),1992,62.1,,,,,,
Other services (except public administration),1993,63.9,,,,,,
Other services (except public administration),1994,68.4,,,,,,
Other services (except public administration),1995,68.8,,,,,,
Other services (except public administration),1996,68.4,,,,,,
Other services (except public administration),1997,74.1,,,,,,
Other services (except public administration),1998,77.2,,,,,,
Other services (except public administration),1999,74.4,,,,,,
Other services (except public administration),2000,75.1,,,,,,
Other services (except public administration),2001,77.2,,,,,,
Other services (except public administration),2002,80.4,,,,,,
Other services (except public administration),2003,83,,,,,,
Other services (except public administration),2004,81.9,,,,,,
Other services (except public administration),2005,83.8,,,,,,
Other services (except public administration),2006,92.5,,,,,,
Other services (except public administration),2007,94.1,,,,,,
Other services (except public administration),2008,96.6,,,,,,
Other services (except public administration),2009,103.7,,,,,,
Other services (except public administration),2010,101.1,,,,,,
Other services (except public administration),2011,106.9,,,,,,
Other services (except public administration),2012,105.4,,,,,,
Other services (except public administration),2013,109.2,,,,,,
Other services (except public administration),2014,115.9,,,,,,
Other services (except public administration),2015,115.1,,,,,,
Other services (except public administration),2016,116.8,,,,,,
Other services (except public administration),2017,113.1,,,,,,
Other services (except public administration),2018,110.5,,,,,,
Other services (except public administration),2019,105.4,,,,,,
Other services (except public administration),2020,93.2,,,,,,
Other services (except public administration),2021,94.3,,,,,,
Other services (except public administration),2022,95.7,,,,,,
Other services (except public administration),2023,99.4,,,,,,
,,,,,,,,
Public administration,1976,54,,,,,,
Public administration,1977,55.8,,,,,,
Public administration,1978,56.1,,,,,,
Public administration,1979,59,,,,,,
Public administration,1980,64.8,,,,,,
Public administration,1981,67.9,,,,,,
Public administration,1982,75.8,,,,,,
Public administration,1983,76.5,,,,,,
Public administration,1984,78.9,,,,,,
Public administration,1985,82.9,,,,,,
Public administration,1986,87.1,,,,,,
Public administration,1987,81.3,,,,,,
Public administration,1988,84.1,,,,,,
Public administration,1989,86.6,,,,,,
Public administration,1990,83.9,,,,,,
Public administration,1991,86.6,,,,,,
Public administration,1992,86.1,,,,,,
Public administration,1993,79.1,,,,,,
Public administration,1994,75.6,,,,,,
Public administration,1995,71.3,,,,,,
Public administration,1996,72.8,,,,,,
Public administration,1997,73,,,,,,
Public administration,1998,71.2,,,,,,
Public administration,1999,64.9,,,,,,
Public administration,2000,62.6,,,,,,
Public administration,2001,64.2,,,,,,
Public administration,2002,65.8,,,,,,
Public administration,2003,73.1,,,,,,
Public administration,2004,71.4,,,,,,
Public administration,2005,70.2,,,,,,
Public administration,2006,78.6,,,,,,
Public administration,2007,83.2,,,,,,
Public administration,2008,86.1,,,,,,
Public administration,2009,92,,,,,,
Public administration,2010,91.5,,,,,,
Public administration,2011,90.9,,,,,,
Public administration,2012,96.1,,,,,,
Public administration,2013,96,,,,,,
Public administration,2014,91.7,,,,,,
Public administration,2015,95.6,,,,,,
Public administration,2016,94.1,,,,,,
Public administration,2017,98.6,,,,,,
Public administration,2018,106.3,,,,,,
Public administration,2019,112.1,,,,,,
Public administration,2020,103.8,,,,,,
Public administration,2021,103.2,,,,,,
Public administration,2022,108.2,,,,,,
Public administration,2023,114,,,,,,
