Industry,Year,Employment
Finance and insurance,1978,..
Finance and insurance,1979,..
Finance and insurance,1980,..
Finance and insurance,1981,..
Finance and insurance,1982,..
Finance and insurance,1983,..
Finance and insurance,1984,..
Finance and insurance,1985,..
Finance and insurance,1986,..
Finance and insurance,1987,21.6
Finance and insurance,1988,21.3
Finance and insurance,1989,20.9
Finance and insurance,1990,20.5
Finance and insurance,1991,20.6
Finance and insurance,1992,20.2
Finance and insurance,1993,19.4
Finance and insurance,1994,20.5
Finance and insurance,1995,21.4
Finance and insurance,1996,19.8
Finance and insurance,1997,19.6
Finance and insurance,1998,19.1
Finance and insurance,1999,21.7
Finance and insurance,2000,22.6
Finance and insurance,2001,23.5
Finance and insurance,2002,23
Finance and insurance,2003,21.9
Finance and insurance,2004,21.2
Finance and insurance,2005,24.7
Finance and insurance,2006,26.4
Finance and insurance,2007,26.8
Finance and insurance,2008,26.5
Finance and insurance,2009,25.4
Finance and insurance,2010,25.9
Finance and insurance,2011,27.1
Finance and insurance,2012,26.5
Finance and insurance,2013,23.7
Finance and insurance,2014,25.5
Finance and insurance,2015,25.2
Finance and insurance,2016,26
Finance and insurance,2017,28.4
Finance and insurance,2018,27
Finance and insurance,2019,27
Finance and insurance,2020,25.3
Finance and insurance,2021,26.9
Finance and insurance,2022,31.1
Finance and insurance,2023,31.8
,,
Real estate and rental and leasing,1976,..
Real estate and rental and leasing,1977,..
Real estate and rental and leasing,1978,..
Real estate and rental and leasing,1979,..
Real estate and rental and leasing,1980,..
Real estate and rental and leasing,1981,..
Real estate and rental and leasing,1982,..
Real estate and rental and leasing,1983,..
Real estate and rental and leasing,1984,..
Real estate and rental and leasing,1985,..
Real estate and rental and leasing,1986,..
Real estate and rental and leasing,1987,9.5
Real estate and rental and leasing,1988,8.9
Real estate and rental and leasing,1989,9.4
Real estate and rental and leasing,1990,10.2
Real estate and rental and leasing,1991,10.9
Real estate and rental and leasing,1992,8.7
Real estate and rental and leasing,1993,9
Real estate and rental and leasing,1994,8.1
Real estate and rental and leasing,1995,7.8
Real estate and rental and leasing,1996,8.2
Real estate and rental and leasing,1997,7.9
Real estate and rental and leasing,1998,9
Real estate and rental and leasing,1999,9.1
Real estate and rental and leasing,2000,7.9
Real estate and rental and leasing,2001,7.2
Real estate and rental and leasing,2002,7.5
Real estate and rental and leasing,2003,7.4
Real estate and rental and leasing,2004,8.5
Real estate and rental and leasing,2005,8
Real estate and rental and leasing,2006,8.5
Real estate and rental and leasing,2007,7.8
Real estate and rental and leasing,2008,8.3
Real estate and rental and leasing,2009,8.6
Real estate and rental and leasing,2010,8.4
Real estate and rental and leasing,2011,9.4
Real estate and rental and leasing,2012,8.1
Real estate and rental and leasing,2013,10.2
Real estate and rental and leasing,2014,8.9
Real estate and rental and leasing,2015,8.2
Real estate and rental and leasing,2016,8.8
Real estate and rental and leasing,2017,8.3
Real estate and rental and leasing,2018,9.5
Real estate and rental and leasing,2019,8.3
Real estate and rental and leasing,2020,8.9
Real estate and rental and leasing,2021,8
Real estate and rental and leasing,2022,9.2
Real estate and rental and leasing,2023,9.2
,,
"Professional, scientific and technical services",1976,7.3
"Professional, scientific and technical services",1977,9.4
"Professional, scientific and technical services",1978,9.9
"Professional, scientific and technical services",1979,12.4
"Professional, scientific and technical services",1980,13.3
"Professional, scientific and technical services",1981,12.4
"Professional, scientific and technical services",1982,12.5
"Professional, scientific and technical services",1983,13.5
"Professional, scientific and technical services",1984,12.6
"Professional, scientific and technical services",1985,11.4
"Professional, scientific and technical services",1986,11.4
"Professional, scientific and technical services",1987,12.1
"Professional, scientific and technical services",1988,14.2
"Professional, scientific and technical services",1989,17.1
"Professional, scientific and technical services",1990,17.7
"Professional, scientific and technical services",1991,17.4
"Professional, scientific and technical services",1992,16.3
"Professional, scientific and technical services",1993,16
"Professional, scientific and technical services",1994,15.2
"Professional, scientific and technical services",1995,17.6
"Professional, scientific and technical services",1996,18.9
"Professional, scientific and technical services",1997,22.8
"Professional, scientific and technical services",1998,24.3
"Professional, scientific and technical services",1999,22.4
"Professional, scientific and technical services",2000,24.5
"Professional, scientific and technical services",2001,23.5
"Professional, scientific and technical services",2002,24.1
"Professional, scientific and technical services",2003,24.2
"Professional, scientific and technical services",2004,24.9
"Professional, scientific and technical services",2005,24.8
"Professional, scientific and technical services",2006,23.5
"Professional, scientific and technical services",2007,25.4
"Professional, scientific and technical services",2008,27.1
"Professional, scientific and technical services",2009,25.3
"Professional, scientific and technical services",2010,25.4
"Professional, scientific and technical services",2011,26
"Professional, scientific and technical services",2012,27.6
"Professional, scientific and technical services",2013,26.8
"Professional, scientific and technical services",2014,24.9
"Professional, scientific and technical services",2015,25.6
"Professional, scientific and technical services",2016,28.4
"Professional, scientific and technical services",2017,27.9
"Professional, scientific and technical services",2018,28.3
"Professional, scientific and technical services",2019,29.9
"Professional, scientific and technical services",2020,30.4
"Professional, scientific and technical services",2021,31.6
"Professional, scientific and technical services",2022,35.5
"Professional, scientific and technical services",2023,36.2
,,
"Business, building and other support services ",1976,7.4
"Business, building and other support services ",1977,6.5
"Business, building and other support services ",1978,7.2
"Business, building and other support services ",1979,6.9
"Business, building and other support services ",1980,7.2
"Business, building and other support services ",1981,7.7
"Business, building and other support services ",1982,7.2
"Business, building and other support services ",1983,7.8
"Business, building and other support services ",1984,7.3
"Business, building and other support services ",1985,7.6
"Business, building and other support services ",1986,8.7
"Business, building and other support services ",1987,9.7
"Business, building and other support services ",1988,9.9
"Business, building and other support services ",1989,10.4
"Business, building and other support services ",1990,10.8
"Business, building and other support services ",1991,9.2
"Business, building and other support services ",1992,10.2
"Business, building and other support services ",1993,11.4
"Business, building and other support services ",1994,13
"Business, building and other support services ",1995,14.1
"Business, building and other support services ",1996,12.8
"Business, building and other support services ",1997,14.3
"Business, building and other support services ",1998,16
"Business, building and other support services ",1999,16.6
"Business, building and other support services ",2000,15.9
"Business, building and other support services ",2001,16.2
"Business, building and other support services ",2002,18.6
"Business, building and other support services ",2003,19.5
"Business, building and other support services ",2004,20.7
"Business, building and other support services ",2005,19.5
"Business, building and other support services ",2006,18.6
"Business, building and other support services ",2007,17.7
"Business, building and other support services ",2008,17.2
"Business, building and other support services ",2009,18.8
"Business, building and other support services ",2010,20
"Business, building and other support services ",2011,18.3
"Business, building and other support services ",2012,19.4
"Business, building and other support services ",2013,18.7
"Business, building and other support services ",2014,17.5
"Business, building and other support services ",2015,19.6
"Business, building and other support services ",2016,18.5
"Business, building and other support services ",2017,19.7
"Business, building and other support services ",2018,21.5
"Business, building and other support services ",2019,22.9
"Business, building and other support services ",2020,21.3
"Business, building and other support services ",2021,20.1
"Business, building and other support services ",2022,22.6
"Business, building and other support services ",2023,19.7
,,
Educational services,1976,29.1
Educational services,1977,26.6
Educational services,1978,27.8
Educational services,1979,28.2
Educational services,1980,29.2
Educational services,1981,30.6
Educational services,1982,31.2
Educational services,1983,32
Educational services,1984,32.5
Educational services,1985,31.7
Educational services,1986,31.7
Educational services,1987,31.7
Educational services,1988,33
Educational services,1989,33.8
Educational services,1990,36.2
Educational services,1991,36.2
Educational services,1992,36.3
Educational services,1993,35.7
Educational services,1994,36.9
Educational services,1995,36.9
Educational services,1996,36.7
Educational services,1997,35.5
Educational services,1998,36.8
Educational services,1999,37.7
Educational services,2000,39
Educational services,2001,39.4
Educational services,2002,40.4
Educational services,2003,40.9
Educational services,2004,42
Educational services,2005,45
Educational services,2006,45
Educational services,2007,44.4
Educational services,2008,46
Educational services,2009,47.1
Educational services,2010,47.2
Educational services,2011,46.2
Educational services,2012,46.4
Educational services,2013,46.9
Educational services,2014,50.3
Educational services,2015,51.7
Educational services,2016,50.9
Educational services,2017,53.3
Educational services,2018,53
Educational services,2019,52.4
Educational services,2020,53.3
Educational services,2021,58.4
Educational services,2022,63.3
Educational services,2023,64.8
,,
Health care and social assistance,1976,40.5
Health care and social assistance,1977,44.1
Health care and social assistance,1978,42.6
Health care and social assistance,1979,43.1
Health care and social assistance,1980,44.6
Health care and social assistance,1981,45.7
Health care and social assistance,1982,47.1
Health care and social assistance,1983,47.3
Health care and social assistance,1984,48
Health care and social assistance,1985,50.3
Health care and social assistance,1986,55.3
Health care and social assistance,1987,58.1
Health care and social assistance,1988,55.9
Health care and social assistance,1989,56.6
Health care and social assistance,1990,58.1
Health care and social assistance,1991,60.8
Health care and social assistance,1992,60
Health care and social assistance,1993,59.8
Health care and social assistance,1994,59.4
Health care and social assistance,1995,60.9
Health care and social assistance,1996,61.7
Health care and social assistance,1997,62.2
Health care and social assistance,1998,62.1
Health care and social assistance,1999,63.6
Health care and social assistance,2000,68.6
Health care and social assistance,2001,68.8
Health care and social assistance,2002,72.2
Health care and social assistance,2003,73.2
Health care and social assistance,2004,77.2
Health care and social assistance,2005,75.3
Health care and social assistance,2006,77.6
Health care and social assistance,2007,79.4
Health care and social assistance,2008,81.9
Health care and social assistance,2009,83.2
Health care and social assistance,2010,88.9
Health care and social assistance,2011,92.8
Health care and social assistance,2012,92.3
Health care and social assistance,2013,95.7
Health care and social assistance,2014,99.1
Health care and social assistance,2015,102.3
Health care and social assistance,2016,101.7
Health care and social assistance,2017,101
Health care and social assistance,2018,103.7
Health care and social assistance,2019,104.2
Health care and social assistance,2020,101.4
Health care and social assistance,2021,105.2
Health care and social assistance,2022,103.9
Health care and social assistance,2023,106.4
,,
"Information, culture and recreation",1976,14.8
"Information, culture and recreation",1977,16
"Information, culture and recreation",1978,16.3
"Information, culture and recreation",1979,16.5
"Information, culture and recreation",1980,16.4
"Information, culture and recreation",1981,17.9
"Information, culture and recreation",1982,18
"Information, culture and recreation",1983,18.5
"Information, culture and recreation",1984,17.2
"Information, culture and recreation",1985,16.9
"Information, culture and recreation",1986,17.6
"Information, culture and recreation",1987,19.5
"Information, culture and recreation",1988,20.2
"Information, culture and recreation",1989,19.6
"Information, culture and recreation",1990,19.4
"Information, culture and recreation",1991,19.7
"Information, culture and recreation",1992,18.5
"Information, culture and recreation",1993,17.7
"Information, culture and recreation",1994,19.1
"Information, culture and recreation",1995,20.3
"Information, culture and recreation",1996,20.1
"Information, culture and recreation",1997,19.8
"Information, culture and recreation",1998,18.7
"Information, culture and recreation",1999,19.1
"Information, culture and recreation",2000,20.1
"Information, culture and recreation",2001,22.5
"Information, culture and recreation",2002,23.9
"Information, culture and recreation",2003,21.7
"Information, culture and recreation",2004,23.7
"Information, culture and recreation",2005,24.3
"Information, culture and recreation",2006,22.9
"Information, culture and recreation",2007,23
"Information, culture and recreation",2008,22
"Information, culture and recreation",2009,23
"Information, culture and recreation",2010,22.5
"Information, culture and recreation",2011,22.7
"Information, culture and recreation",2012,23.1
"Information, culture and recreation",2013,24.3
"Information, culture and recreation",2014,22
"Information, culture and recreation",2015,22.1
"Information, culture and recreation",2016,22.5
"Information, culture and recreation",2017,22.8
"Information, culture and recreation",2018,23.5
"Information, culture and recreation",2019,22.4
"Information, culture and recreation",2020,19.8
"Information, culture and recreation",2021,20.7
"Information, culture and recreation",2022,22.7
"Information, culture and recreation",2023,23.5
,,
Accommodation and food services,1976,17.9
Accommodation and food services,1977,19.4
Accommodation and food services,1978,20.8
Accommodation and food services,1979,21.5
Accommodation and food services,1980,22.3
Accommodation and food services,1981,23.5
Accommodation and food services,1982,23.8
Accommodation and food services,1983,24.8
Accommodation and food services,1984,25.9
Accommodation and food services,1985,25.1
Accommodation and food services,1986,28.3
Accommodation and food services,1987,28
Accommodation and food services,1988,28.8
Accommodation and food services,1989,31.1
Accommodation and food services,1990,33
Accommodation and food services,1991,32.7
Accommodation and food services,1992,32.7
Accommodation and food services,1993,34
Accommodation and food services,1994,31.7
Accommodation and food services,1995,33.1
Accommodation and food services,1996,33.5
Accommodation and food services,1997,33.1
Accommodation and food services,1998,31.2
Accommodation and food services,1999,32.8
Accommodation and food services,2000,35.4
Accommodation and food services,2001,35
Accommodation and food services,2002,33.6
Accommodation and food services,2003,36.3
Accommodation and food services,2004,33.8
Accommodation and food services,2005,36.6
Accommodation and food services,2006,38.1
Accommodation and food services,2007,39
Accommodation and food services,2008,36.3
Accommodation and food services,2009,36.4
Accommodation and food services,2010,39.7
Accommodation and food services,2011,40.7
Accommodation and food services,2012,39.1
Accommodation and food services,2013,39.7
Accommodation and food services,2014,39.2
Accommodation and food services,2015,40.9
Accommodation and food services,2016,40.6
Accommodation and food services,2017,43.2
Accommodation and food services,2018,42.2
Accommodation and food services,2019,42.3
Accommodation and food services,2020,35.4
Accommodation and food services,2021,32.8
Accommodation and food services,2022,36.7
Accommodation and food services,2023,36.2
,,
Other services (except public administration),1976,20.4
Other services (except public administration),1977,19.8
Other services (except public administration),1978,20.9
Other services (except public administration),1979,19.8
Other services (except public administration),1980,19.9
Other services (except public administration),1981,21.1
Other services (except public administration),1982,21
Other services (except public administration),1983,22.4
Other services (except public administration),1984,22.9
Other services (except public administration),1985,22.4
Other services (except public administration),1986,24
Other services (except public administration),1987,25
Other services (except public administration),1988,24.8
Other services (except public administration),1989,23.3
Other services (except public administration),1990,25.3
Other services (except public administration),1991,24.7
Other services (except public administration),1992,24.3
Other services (except public administration),1993,24.7
Other services (except public administration),1994,23.5
Other services (except public administration),1995,22.1
Other services (except public administration),1996,22
Other services (except public administration),1997,22.5
Other services (except public administration),1998,24.5
Other services (except public administration),1999,24.2
Other services (except public administration),2000,23.3
Other services (except public administration),2001,22
Other services (except public administration),2002,24.7
Other services (except public administration),2003,27
Other services (except public administration),2004,25.8
Other services (except public administration),2005,27.2
Other services (except public administration),2006,25.2
Other services (except public administration),2007,25.3
Other services (except public administration),2008,27.4
Other services (except public administration),2009,28.2
Other services (except public administration),2010,26.3
Other services (except public administration),2011,25.5
Other services (except public administration),2012,28.6
Other services (except public administration),2013,27.8
Other services (except public administration),2014,27
Other services (except public administration),2015,29.4
Other services (except public administration),2016,28.5
Other services (except public administration),2017,27.4
Other services (except public administration),2018,28.9
Other services (except public administration),2019,26.9
Other services (except public administration),2020,27.1
Other services (except public administration),2021,26.6
Other services (except public administration),2022,27.5
Other services (except public administration),2023,27.3
,,
Public administration,1976,28.6
Public administration,1977,30.3
Public administration,1978,29.3
Public administration,1979,28.9
Public administration,1980,31.1
Public administration,1981,31.8
Public administration,1982,32.6
Public administration,1983,33.6
Public administration,1984,33.3
Public administration,1985,35.4
Public administration,1986,35.9
Public administration,1987,34.4
Public administration,1988,34.7
Public administration,1989,34.8
Public administration,1990,34.3
Public administration,1991,33.4
Public administration,1992,35.3
Public administration,1993,35.7
Public administration,1994,35.7
Public administration,1995,34.8
Public administration,1996,36.5
Public administration,1997,36.5
Public administration,1998,34.8
Public administration,1999,33.2
Public administration,2000,33.9
Public administration,2001,35.2
Public administration,2002,35
Public administration,2003,35
Public administration,2004,37
Public administration,2005,35.2
Public administration,2006,34.7
Public administration,2007,36.8
Public administration,2008,35.1
Public administration,2009,36.5
Public administration,2010,35.7
Public administration,2011,34.9
Public administration,2012,35.3
Public administration,2013,33.4
Public administration,2014,34.2
Public administration,2015,33.4
Public administration,2016,32.3
Public administration,2017,33.5
Public administration,2018,35.9
Public administration,2019,37.2
Public administration,2020,36.1
Public administration,2021,37.9
Public administration,2022,42.6
Public administration,2023,45.8
